itemId	binId
554-318-013-000	RAVEN-02-A-5
554-818-013-000	RAVEN-02-A-7
555-100-008-000	RAVEN-02-A-8
538-094-001-603	RAVEN-02-B
554-418-013-000	RAVEN-02-B-1
752-321-001-603	RAVEN-02-B2
871-409-003-603	RAVEN-02-B-2
871-909-005-603	RAVEN-02-B-3
871-409-003-603	RAVEN-02-B-4
579-994-003-603	RAVEN-02-B-5
753-991-003-603	RAVEN-02-B6
579-994-005-603	RAVEN-02-B-7
569-045-007-000	RAVEN-02-C
076-900-002-000	RAVEN-02-C-1
559-198-002-000	RAVEN-02-C-1B
569-045-006-603	RAVEN-02-C-2
910-429-001-105	RAVEN-02-C-3
871-403-001-603	RAVEN-02-C-4
554-408-012-000	RAVEN-02-C-5
579-994-002-603	RAVEN-02-C-6
554-208-012-000	RAVEN-02-C-7
538-024-001-603	RAVEN-03-A
911-123-001-100	RAVEN-03-A-1
025-443-001-000	RAVEN-03-A-2
538-984-002-603	RAVEN-03-A-3
538-034-001-603	RAVEN-03-B
538-024-003-603	RAVEN-03-B-1
550-999-009-000	RAVEN-03-B-3
563-558-003-000	RAVEN-03-C
550-999-008-000	RAVEN-03-C-1
659-959-001-000	RAVEN-03-C-2
547-014-003-000	SD SHELF
SD-15000	SD-01
SD-15194	SD-02
SD-15014	SD-02-0
SD-15149	SD-02-06
SD-15140	SD-02-1
SD-22708	SD-02-10
SD-15021	SD-02-11
SD-15183	SD-02-12
SD-15043	SD-02-13
SD-15009	SD-02-14
SD-15055	SD-02-15
SD-15121	SD-02-17
SD-15154	SD-02-18
SD-15023	SD-02-19
SD-15047	SD-02-2
SD-15085	SD-02-20
SD-22709	SD-02-21
SD-U-178	SD-02-22
910-429-002-105	SD-02-23
SD-15129	SD-02-24
SD-15061	SD-02-25
SD-22713	SD-02-26
SD-22715	SD-02-27
SD-22717	SD-02-29
SD-15144	SD-02-3
SD-22716	SD-02-30
SD-15134	SD-02-31
SD-15210	SD-02-32
SD-15033	SD-02-4
SD-15137A	SD-02-6
SD-15157	SD-02-7
SD-22743	SD-02-8
SD-22710	SD-02-9
SD-15027	SD-02-D
SD-15071	SD-02-F
SD-15131	SD-02-H
SD-15135	SD-02-L
SD-15127	SD-03-1
SD-1141	SD-03-A
SD-15030	SD-03-B
SD-15179	SD-03-C
SD-15146	SD-03-D
SD-15095	SD-03-E
SD-15092	SD-03-F
SD-15038	SD-03-G
SD-15025	SD-03-H
SD-122739	SD-03-I
SD-15125	SD-03-J
SD-15067	SD-03-K
SD-15062	SD-03-K1
SD-22725	SD-2-16
SD-22711	SD-2-32
SD-15093	SD-2-A
SD-15151	SD-2-S
SD-15090	SD-3-L
549-992-001-000	G07F1
018-740-001-000	G07F2
561-192-003-603	G07F3
545-024-001-603	G07F4
SD-15149	SD-SHEL-2-6
SD-15000	SD-SHELF-1
SD-15194	SD-SHELF-2
SD-15140	SD-SHELF-2-1
SD-22708	SD-SHELF-2-10
SD-15021	SD-SHELF-2-11
SD-15183	SD-SHELF-2-12
SD-15043	SD-SHELF-2-13
SD-15014	SD-SHELF-2-14
SD-15055	SD-SHELF-2-15
SD-22725	SD-SHELF-2-16
SD-15154	SD-SHELF-2-18
SD-15023	SD-SHELF-2-19
SD-15047	SD-SHELF-2-2
SD-15085	SD-SHELF-2-20
SD-22709	SD-SHELF-2-21
SD-U-178	SD-SHELF-2-22
SD-15097	SD-SHELF-2-23
SD-15129	SD-SHELF-2-24
SD-15061	SD-SHELF-2-25
SD-22713	SD-SHELF-2-26
SD-22715	SD-SHELF-2-27
SD-22711	SD-SHELF-2-28
SD-22717	SD-SHELF-2-29
SD-15144	SD-SHELF-2-3
SD-22716	SD-SHELF-2-30
SD-15134	SD-SHELF-2-31
SD-15210	SD-SHELF-2-32
SD-15033	SD-SHELF-2-4
SD-15187	SD-SHELF-2-5
SD-15137A	SD-SHELF-2-6
SD-22743	SD-SHELF-2-8
SD-22710	SD-SHELF-2-9
SD-15027	SD-SHELF-2-D
SD-15131	SD-SHELF-2-H
SD-15151	SD-SHELF-2-S
SD-15127	SD-SHELF-3-1
SD-1141	SD-SHELF-3-A
SD-15030	SD-SHELF-3-B
SD-15179	SD-SHELF-3-C
SD-15146	SD-SHELF-3-D
SD-15095	SD-SHELF-3-E
SD-15092	SD-SHELF-3-F
SD-15038	SD-SHELF-3-G
SD-15025	SD-SHELF-3-H
SD-122739	SD-SHELF-3-I
SD-15125	SD-SHELF-3-J
SD-15067	SD-SHELF-3-K
SD-15157	SD-SHLF-2-7
SD-15090	SD-WALL-1
SD-15009	SHELF-2-14
SD-15121	SHELF-2-17
EBC_TEST_ITEM1
EBC_TEST_ITEM2
EBC_TEST_ITEM3
EBC_TEST_ITEM4
